route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade
Stem Gem,Stem Gem Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105722608/stem-gem,3.7,-1,Boulder,V4,1,20.0,34.0184,-116.16365,105722608,4.0
Mumbles Mumblephone,School Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106681309/mumbles-mumblephone,3.0,-1,Boulder,V4,1,9.0,34.0184,-116.16365,106681309,4.0
The Reider Problem,Intersection Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106463964/the-reider-problem,2.5,-1,Boulder,V4,1,18.0,34.0184,-116.16365,106463964,4.0
Little Chucky,Chuckawalla Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107934846/little-chucky,2.7,-1,Boulder,V4,1,8.0,34.0202,-116.165,107934846,4.0
Roof Romp,Romp Roof > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105837898/roof-romp,2.9,-1,Boulder,V4,1,15.0,34.02174,-116.16332,105837898,4.0
How's Your Mama?,Family Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105910582/hows-your-mama,2.8,-1,Boulder,V4,1,10.0,34.0202,-116.165,105910582,4.0
How's Your Papa?,Family Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105910586/hows-your-papa,2.3,-1,Boulder,V4,1,10.0,34.0202,-116.165,105910586,4.0
Pitch Two,Dino's Egg > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/108567221/pitch-two,3.5,-1,Boulder,V4,1,,34.0202,-116.165,108567221,4.0
Anti-hueco,False Hueco Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109150886/anti-hueco,2.7,-1,Boulder,V4,1,10.0,34.0202,-116.165,109150886,4.0
Problem B,False Hueco Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112458692/problem-b,1.0,-1,Boulder,V4,1,15.0,34.0202,-116.165,112458692,4.0
Largo Dyno,Powell Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106048482/largo-dyno,2.0,-1,Boulder,V4,1,11.0,34.0202,-116.165,106048482,4.0
