,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks
217,The Knobs,Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107552546/the-knobs,2.9,-1,Boulder,V5,1,,37.32888,-118.57484,18,8,26,17
218,Devoted Traverse,Mandala/Pope's Prow Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109903545/devoted-traverse,2.7,-1,Boulder,V5,1,,37.32909,-118.57491999999999,48,21,35,62
219,Lactose Intolerant,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106070967/lactose-intolerant,3.2,-1,Boulder,V5,1,,37.32863,-118.57633999999999,5,2,35,2
220,"Gleaming the Cube, High Start",Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108512652/gleaming-the-cube-high-start,2.6,-1,Boulder,V5,1,15.0,37.32863,-118.57633999999999,15,8,10,30
221,Pain Grain (Stand),Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114007601/pain-grain-stand,3.3,-1,Boulder,V5,1,12.0,37.32863,-118.57633999999999,9,3,25,14
222,2D,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114025039/2d,2.0,-1,Boulder,V5,1,15.0,37.32863,-118.57633999999999,1,1,0,1
223,Marsha's Scoop (AKA Marsha's Nipple),Scoop Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107916151/marshas-scoop-aka-marshas-nipple,3.5,-1,Boulder,V5,1,10.0,37.3282,-118.5762,2,1,8,2
224,Gutter Ball,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/115681956/gutter-ball,2.0,-1,Boulder,V5,1,20.0,37.32959,-118.5772,1,1,0,0
225,Easy Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106127021/easy-grit,2.3,-1,Boulder,V5,1,,37.33,-118.5782,10,3,13,9
226,Rail Problem,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936809/rail-problem,2.5,-1,Boulder,V5,1,,37.329640000000005,-118.57869,15,9,9,21
227,Problem B,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106060902/problem-b,2.6,-1,Boulder,V5,1,,37.329640000000005,-118.57869,7,4,4,7
228,Flyboy Arete,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106070944/flyboy-arete,3.1,-1,Boulder,V5,1,,37.33057,-118.57834,136,41,174,216
229,Tut Crack Left,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107327240/tut-crack-left,2.0,-1,Boulder,V5,1,,37.329,-118.5773,3,2,2,3
230,Black Dot,Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109840303/black-dot,3.0,-1,Boulder,V5,1,,37.32906,-118.5768,7,2,16,5
231,Leary/Bard Arete,Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106351951/learybard-arete,3.8,-1,Boulder,V5,1,18.0,37.32909,-118.57791,73,15,103,98
232,Leary-Bard Left,Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108000535/leary-bard-left,3.3,-1,Boulder,V5,1,15.0,37.32909,-118.57791,10,4,10,8
233,Early Exit,Upside Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106916326/early-exit,3.7,-1,Boulder,V5,1,15.0,37.3276,-118.5757,3,2,21,3
234,Bachar Problem Right/ Golden Boy,Bachar Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106965066/bachar-problem-right-golden-boy,2.7,-1,Boulder,V5,1,15.0,37.32889,-118.57441000000001,24,10,10,26
235,Perfectly Chicken,Buttocks/Smooth Shrimp Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107490602/perfectly-chicken,2.5,-1,Boulder,V5,1,,37.329229999999995,-118.57528,77,32,67,130
236,Xenolith Dyno-soar,Form Destroyer Roof Boulder > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111711826/xenolith-dyno-soar,2.0,-1,Boulder,V5,1,12.0,37.336729999999996,-118.57571999999999,1,1,0,0
237,Eric's Dyno,Solitaire Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111686451/erics-dyno,2.3,-1,Boulder,V5,1,,37.32013,-118.57948999999999,3,2,7,2
238,Pig Pen,Charlie Brown Boulders > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111712325/pig-pen,2.0,-1,Boulder,V5,1,12.0,37.322829999999996,-118.57926,2,2,0,1
239,The McNugget,The McNugget > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054755/the-mcnugget,2.0,-1,Boulder,V5,1,,37.31858,-118.58555,1,1,1,0
240,The Glass Face,The Glass House > The Glass House > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054440/the-glass-face,3.0,-1,Boulder,V5 R,1,20.0,37.31538,-118.5724,1,1,6,0
241,The Mustache Ride,The Mustache Ride > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054530/the-mustache-ride,2.0,-1,"Boulder, Alpine",V5,1,,37.286190000000005,-118.65069,1,1,2,0
242,Tang,Tang > Heaven > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054684/tang,3.0,-1,"Boulder, Alpine",V5 PG13,1,,37.28499,-118.65077,1,1,0,0
243,Lubricated Baby Boomers,The Sexy Bloc > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/115394099/lubricated-baby-boomers,3.0,-1,Boulder,V5,1,14.0,37.33501,-118.55503,2,1,6,2
244,Bachar Problem Left,Bachar Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106965059/bachar-problem-left,3.0,-1,Boulder,V5+,1,15.0,37.32889,-118.57441000000001,21,10,18,19
245,The Golden Rule,Luminance Block > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114260637/the-golden-rule,2.0,-1,Boulder,V5+ X,1,34.0,37.33559,-118.57678999999999,1,1,1,0
246,Shelter from the Storm,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106501926/shelter-from-the-storm,2.4,-1,Boulder,V6-,1,,37.32863,-118.57633999999999,27,17,15,30
247,Bowling Pin Sit,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107419834/bowling-pin-sit,3.4,-1,Boulder,V6-,1,15.0,37.32959,-118.5772,86,41,99,114
248,Howard Carter SDS,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106137389/howard-carter-sds,2.3,-1,Boulder,V6-,1,15.0,37.329,-118.5773,24,9,9,33
249,Secrets of the Beehive,Secrets of the Beehive Boulder > Secrets of the Beehive Area > Beehive Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106616292/secrets-of-the-beehive,3.9,-1,Boulder,V6- R,1,25.0,37.337109999999996,-118.5759,11,9,35,7
250,Seven Spanish Angels (aka The Ruckus),Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106070976/seven-spanish-angels-aka-the-ruckus,3.9,-1,Boulder,V6,1,14.0,37.3388,-118.5776,170,63,511,231
251,Kings and Castles,Chess Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111744241/kings-and-castles,2.5,-1,Boulder,V6,1,10.0,37.32547,-118.57996999999999,2,2,0,1
252,The Beekeeper,Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106408175/the-beekeeper,3.8,-1,Boulder,V6 R,1,40.0,37.3383,-118.5721,11,7,27,10
253,Drone Militia,Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106656303/drone-militia,3.8,-1,Boulder,V6,1,30.0,37.3377,-118.5701,26,13,54,23
254,Problem C,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/110416001/problem-c,2.0,-1,Boulder,V6,1,12.0,37.330040000000004,-118.57901000000001,1,1,1,0
255,problem D,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/110416010/problem-d,2.0,-1,Boulder,V6,1,,37.330040000000004,-118.57901000000001,1,1,0,0
256,Bard Route,Birthday Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/116066884/bard-route,3.0,-1,Boulder,V6,1,12.0,37.330040000000004,-118.57901000000001,1,1,2,1
257,Change of Heart,Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106352593/change-of-heart,3.6,-1,Boulder,V6,1,35.0,37.32888,-118.57484,39,20,100,37
258,Pope's Prow,Mandala/Pope's Prow Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105908245/popes-prow,3.9,-1,Boulder,V6,1,15.0,37.32909,-118.57491999999999,42,14,167,62
259,Cave Route,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105936116/cave-route,2.8,-1,Boulder,V6,1,,37.32863,-118.57633999999999,82,33,93,124
260,Green Wall Center,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106375359/green-wall-center,3.4,-1,Boulder,V6,1,18.0,37.32873,-118.57534,100,40,211,179
261,Iron Cross / Iron Circle,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111809663/iron-cross-iron-circle,2.5,-1,Boulder,V6,1,,37.330009999999994,-118.57811000000001,2,2,9,2
262,"Rib, No Rib SDS",Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114039712/rib-no-rib-sds,2.5,-1,Boulder,V6,1,12.0,37.33,-118.5782,2,2,0,2
263,Saigon,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106022301/saigon,3.9,-1,Boulder,V6,1,22.0,37.329440000000005,-118.57548,82,41,294,102
264,Flyboy,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106050280/flyboy,3.1,-1,Boulder,V6,1,18.0,37.33057,-118.57834,20,11,128,22
265,Almost,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114170601/almost,2.0,-1,Boulder,V6 PG13,1,12.0,37.33057,-118.57834,3,3,1,1
266,Milk the Milks,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106322554/milk-the-milks,2.8,-1,Boulder,V6,1,15.0,37.329,-118.5773,67,29,56,101
267,Matt's Project,Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111513555/matts-project,2.5,-1,Boulder,V6,1,,37.32906,-118.5768,2,1,6,2
268,Unnamed Sloper to Lip,Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106352801/unnamed-sloper-to-lip,2.8,-1,Boulder,V6,1,15.0,37.32909,-118.57791,5,2,2,4
269,Popes Roof,Pope's Hat > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107043969/popes-roof,3.1,-1,"Trad, Boulder",V6,1,,37.33013,-118.5785,11,7,16,9
270,Smooth Shrimp,Buttocks/Smooth Shrimp Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108002630/smooth-shrimp,2.8,-1,Boulder,V6,1,,37.329229999999995,-118.57528,64,33,84,134
271,Cosmonaut,Lower Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107347397/cosmonaut,2.3,-1,Boulder,V6,1,20.0,37.32881,-118.57468999999999,4,2,4,3
272,Backside Mantel,Sharma Traverse Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/110067698/backside-mantel,-1.0,-1,Boulder,V6,1,13.0,37.32954,-118.57498000000001,0,1,1,0
273,Girls of Whiskey Creek,Girls of Whiskey Creek Boulder > Hueco Wall Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111513681/girls-of-whiskey-creek,2.5,-1,Boulder,V6,1,,37.31879,-118.5756,2,2,2,3
274,Approaching Silence,Hall of Mirrors > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107481967/approaching-silence,4.0,-1,Boulder,V6,1,14.0,37.31237,-118.57958,3,3,25,0
275,Sylvia Plath,Hall of Mirrors > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107481986/sylvia-plath,3.0,-1,Boulder,V6,1,,37.31237,-118.57958,1,1,5,0
276,Evil Empire,Solitaire Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111712021/evil-empire,2.0,-1,Boulder,V6,1,15.0,37.32013,-118.57948999999999,1,1,2,0
277,Painted Cave,Painted Cave Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111712395/painted-cave,3.8,-1,Boulder,V6,1,15.0,37.323170000000005,-118.57981000000001,8,2,37,5
278,Slashface of the Buttermilks,Painted Cave Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111715290/slashface-of-the-buttermilks,2.8,-1,Boulder,V6,1,15.0,37.323170000000005,-118.57981000000001,5,3,3,4
279,Unnamed,Xen Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111728233/unnamed,1.0,-1,Boulder,V6,1,15.0,37.32287,-118.5802,1,1,0,0
280,Snake Oil,Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114032729/snake-oil,2.4,-1,Boulder,V6-7,1,24.0,37.3377,-118.5701,5,1,1,3
281,Dishy Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114039836/dishy-grit,2.3,-1,Boulder,V6-7,1,16.0,37.33,-118.5782,3,2,0,2
282,Swiss Legends,Swiss Roof Boulder > Hueco Wall Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111728336/swiss-legends,3.0,-1,Boulder,V6-7 PG13,1,10.0,37.3184,-118.57521000000001,1,1,0,0
283,Walk Like an Egyptian,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114066938/walk-like-an-egyptian,2.0,-1,Boulder,V7-,1,14.0,37.329,-118.5773,3,3,2,2
284,Get Carter,Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106070980/get-carter,3.1,-1,Boulder,V7,1,15.0,37.3388,-118.5776,19,9,38,17
285,Unnamed,Get Carter Boulder > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132731/unnamed,3.8,-1,Boulder,V7,1,,37.3388,-118.5776,4,2,5,1
286,Colin Goes Mental,Edge of Reason Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111735874/colin-goes-mental,2.5,-1,Boulder,V7,1,20.0,37.32508,-118.58025,2,1,1,1
287,Mesothelioma,Beekeeper Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106628879/mesothelioma,3.7,-1,Boulder,V7 R,1,25.0,37.3383,-118.5721,3,2,11,2
288,Lidija's Mouth Direct,Lidija / Pollen Grain Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109979403/lidijas-mouth-direct,2.0,-1,Boulder,V7,1,14.0,37.3377,-118.5701,2,1,3,2
289,Cindy Swank,Honey Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108700731/cindy-swank,3.0,-1,Boulder,V7,1,,37.336999999999996,-118.5702,30,18,40,45
290,The Ninth,The Ninth Boulder > Pollen Grains / Lidija Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109995560/the-ninth,4.0,-1,Boulder,V7 PG13,1,20.0,37.3382,-118.571,1,1,15,1
291,Go Granny Ho,Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107551458/go-granny-ho,2.6,-1,Boulder,V7,1,10.0,37.32837,-118.57479,32,10,26,40
292,High Plains Drifter,Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105908128/high-plains-drifter,3.9,-1,Boulder,V7,1,35.0,37.32888,-118.57484,179,79,408,232
293,Pain Grain SDS,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107051296/pain-grain-sds,3.3,-1,Boulder,V7,1,15.0,37.32863,-118.57633999999999,30,8,60,56
294,Iron Monkey,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107370896/iron-monkey,2.5,-1,Boulder,V7,1,20.0,37.330009999999994,-118.57811000000001,4,1,8,4
295,Magnetic Attractions,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114039685/magnetic-attractions,1.0,-1,Boulder,V7,1,8.0,37.330009999999994,-118.57811000000001,2,2,1,1
296,Just Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114039791/just-grit,2.0,-1,Boulder,V7,1,12.0,37.33,-118.5782,2,1,1,1
297,Yayoi Right,Fit Homeless Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106130751/yayoi-right,3.1,-1,Boulder,V7,1,17.0,37.32895,-118.57595,13,6,11,13
298,Cheezy Brit Sit Start,Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114025098/cheezy-brit-sit-start,3.0,-1,Boulder,V7,1,17.0,37.32906,-118.5768,1,1,3,1
299,Ken's Problem,Corner Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114066844/kens-problem,2.0,-1,Boulder,V7,1,18.0,37.32909,-118.57791,1,1,0,0
300,Unnamed v7,Lower Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107585946/unnamed-v7,2.2,-1,Boulder,V7,1,10.0,37.32881,-118.57468999999999,16,11,1,19
301,Pinch Arete,Pinch Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/113908015/pinch-arete,4.0,-1,Boulder,V7,1,10.0,37.32882,-118.57428,1,1,8,1
302,The Flake,Zen Flute Boulder > Dale's West > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108604974/the-flake,2.8,-1,Boulder,V7,1,12.0,37.3192,-118.5783,9,3,7,12
303,Evening Snow,Charlie Brown Boulders > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111712347/evening-snow,2.0,-1,Boulder,V7,1,15.0,37.322829999999996,-118.57926,1,1,1,0
304,Undercling Problem,Painted Cave Boulder > Painted Cave Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111715315/undercling-problem,2.0,-1,Boulder,V7,1,15.0,37.323170000000005,-118.57981000000001,1,1,0,0
305,Rex Kwon Do stand,Rex Kwon Do Boulder > Bardini Boulders > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114054377/rex-kwon-do-stand,3.5,-1,Boulder,V7,1,,37.317890000000006,-118.58488,2,2,10,1
306,Junior's Achievement,Rowell Rock > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107919156/juniors-achievement,3.1,-1,Boulder,V7+,1,18.0,37.32878,-118.57687,28,17,61,29
307,Checkerboard,The Checkerboard Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106129151/checkerboard,4.0,-1,Boulder,V7-8,1,20.0,37.32544,-118.58067,47,26,165,54
308,Change of Knobs,Drifter/Smoking Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114066872/change-of-knobs,2.3,-1,Boulder,V7-8,1,25.0,37.32888,-118.57484,3,2,3,2
309,Gleaming the Cube,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106129141/gleaming-the-cube,2.2,-1,Boulder,V8-,1,,37.32863,-118.57633999999999,25,13,14,32
310,Soul Slinger Right,Soul Slinger Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107032733/soul-slinger-right,2.8,-1,Boulder,V8-,1,15.0,37.32868,-118.57635,19,8,9,20
311,Flyboy SDS,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106070940/flyboy-sds,3.8,-1,Boulder,V8-,1,,37.33057,-118.57834,57,34,139,59
312,Xavier's Roof,Xav's Roof Boulder > Hueco Wall Area > Dale's Camp > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108604948/xaviers-roof,3.9,-1,Boulder,V8-,1,25.0,37.31814,-118.57567,7,3,44,7
313,Checkerboard Direct,The Checkerboard Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111730089/checkerboard-direct,1.0,-1,Boulder,V8 R,1,21.0,37.32544,-118.58067,1,1,2,0
314,Freeze All Cylinders,Edge of Reason Boulder > Checkerboard Area > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111726462/freeze-all-cylinders,2.8,-1,Boulder,V8,1,20.0,37.32508,-118.58025,4,3,3,5
315,Magnetic North,Grandma Peabody Boulder > Peabody Boulders > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108019305/magnetic-north,4.0,-1,Boulder,V8,1,35.0,37.32837,-118.57479,6,3,54,8
316,Devoted,Mandala/Pope's Prow Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112541564/devoted,2.0,-1,Boulder,V8,1,,37.32909,-118.57491999999999,2,1,4,3
317,Ten Pin Trial,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111784838/ten-pin-trial,2.9,-1,Boulder,V8,1,20.0,37.32959,-118.5772,7,3,17,8
318,Iron Fly,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106384926/iron-fly,2.6,-1,Boulder,V8,1,10.0,37.330009999999994,-118.57811000000001,17,8,15,20
319,Hard Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106127038/hard-grit,2.5,-1,Boulder,V8,1,,37.33,-118.5782,4,1,6,2
320,Just Dishy,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114039853/just-dishy,2.0,-1,Boulder,V8,1,16.0,37.33,-118.5782,2,1,0,1
321,Saigon Direct,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107954191/saigon-direct,3.4,-1,Boulder,V8,1,25.0,37.329440000000005,-118.57548,11,4,34,15
322,Lululator Low Start,Tut Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111809642/lululator-low-start,2.6,-1,Boulder,V8,1,,37.329,-118.5773,7,6,4,5
323,Tenterhooks,Fit Homeless Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106070964/tenterhooks,2.0,-1,Boulder,V8,1,10.0,37.32895,-118.57595,2,1,0,1
324,Yayoi,Fit Homeless Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106130747/yayoi,2.0,-1,Boulder,V8,1,15.0,37.32895,-118.57595,1,1,3,0
325,Brian's Project,Buttermilk Stem Boulder > Buttermilk Stem Area > Buttermilks Main > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107051281/brians-project,2.9,-1,Boulder,V8,1,18.0,37.32906,-118.5768,18,9,25,23
