route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks
Flawed Genius,Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108593019/flawed-genius,2.6,-1,Boulder,V5,1,15,37.3074,-118.4372,108593019,5,5,1,3,5
Hook Line and Sinker,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203666/hook-line-and-sinker,3,-1,Boulder,V5,1,12,37.30711,-118.43541,107203666,5,21,6,13,28
Suspenders,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203672/suspenders,3.2,-1,Boulder,V5,1,15,37.30711,-118.43541,107203672,5,16,4,3,22
The Handcuff Manual,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114066762/the-handcuff-manual,2,-1,Boulder,V5,1,13,37.30751,-118.43589,114066762,5,2,1,0,1
Puberty,Puberty Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101341/puberty,2,-1,Boulder,V5-6,1,4,37.30787,-118.43748,114101341,5.5,2,1,0,1
The Greatest Imperfection...,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108559728/the-greatest-imperfection,2.8,-1,Boulder,V6 PG13,1,17,37.30698,-118.43702,108559728,6,4,1,2,3
Pleiades,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108592976/pleiades,2,-1,Boulder,V6,1,12,37.30736,-118.43648,108592976,6,3,1,2,2
Skye Dance,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079071/skye-dance,3.8,-1,Boulder,V6,1,18,37.30766,-118.43605,106079071,6,29,14,56,32
McCallum,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523256/mccallum,3.5,-1,Boulder,V6,1,21,37.30766,-118.43605,112523256,6,2,1,2,1
Guilty Conscience,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523312/guilty-conscience,3,-1,Boulder,V6,1,18,37.30766,-118.43605,112523312,6,2,1,1,1
Natural Philosophy,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079231/natural-philosophy,2,-1,Boulder,V6,1,10,37.30761,-118.43628,106079231,6,2,3,1,1
Poltergeist,Blood Kin Stone > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108034398/poltergeist,2.3,-1,Boulder,V7-,1,,37.30744,-118.43635,108034398,6.75,3,3,1,3
Cayla,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106322946/cayla,3.9,-1,Boulder,V7,1,16,37.30766,-118.43605,106322946,7,7,4,14,2
All Fired Up,All Fired Up Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107205724/all-fired-up,3.6,-1,Boulder,V7,1,13,37.30764,-118.4361,107205724,7,5,2,20,4
Denton's Diversion,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106563938/dentons-diversion,2.8,-1,Boulder,V7,1,,37.30761,-118.43628,106563938,7,6,5,13,5
Soul Window,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523224/soul-window,2.5,-1,Boulder,V8,1,18,37.30766,-118.43605,112523224,8,2,1,0,1
Through the Window,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523238/through-the-window,3,-1,Boulder,V8,1,18,37.30766,-118.43605,112523238,8,2,1,0,2
Old Ei,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523180/old-ei,3.5,-1,Boulder,V8,1,,37.30761,-118.43628,112523180,8,2,1,2,2
Red Light District,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107205646/red-light-district,2,-1,Boulder,V8,1,16,37.30711,-118.43541,107205646,8,2,1,2,1
Days of Blunder,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079201/days-of-blunder,2,-1,Boulder,V8-9,1,15,37.30761,-118.43628,106079201,8.5,2,2,2,2
Golden Child,Golden Child Wall > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126834/golden-child,3,-1,Boulder,V9,1,15,37.30733,-118.4365,106126834,9,3,2,3,2
Lizard Therapy,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112573520/lizard-therapy,4,-1,Boulder,V9,1,12,37.30751,-118.43589,112573520,9,2,1,4,2
The Sloth,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114059031/the-sloth,3,-1,Boulder,V9+ PG13,1,19,37.30698,-118.43702,114059031,9.25,2,2,0,1
Shock Therapy,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101201/shock-therapy,1,-1,Boulder,V9-10,1,12,37.30751,-118.43589,114101201,9.5,1,1,0,0
Denton's Remorse,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112523189/dentons-remorse,3.5,-1,Boulder,V10,1,20,37.30761,-118.43628,112523189,10,4,3,9,3
Sleipnir,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101331/sleipnir,2,-1,Boulder,V11,1,28,37.30736,-118.43648,114101331,11,1,1,0,0
Denton Calhoun,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079174/denton-calhoun,3,-1,Boulder,V11,1,20,37.30761,-118.43628,106079174,11,1,1,0,0
Gasperini,Skye Stone > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114076384/gasperini,3,-1,Boulder,V11-12,1,15,37.30766,-118.43605,114076384,11.5,1,1,1,0
Lounge Lizards,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112574811/lounge-lizards,3,-1,Boulder,V12 PG13,1,14,37.30751,-118.43589,112574811,12,1,1,3,0
