route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks
"Giggle, Giggle","Giggle, Giggle Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/107003633/giggle-giggle,2.4,-1,Boulder,V3-,1,12,37.41845,-118.45234,107003633,2.75,9,4,3,12
Problem 1,Blight Induced Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086702/problem-1,0.5,-1,Boulder,V3-,1,,37.41896,-118.45364,106086702,2.75,2,1,0,5
Hard Crack,Hard Crack Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108010732/hard-crack,3.6,-1,Boulder,V3-,1,,37.41665,-118.44774,108010732,2.75,19,8,86,19
Joseph,Gleaner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106099420/joseph,2.3,-1,Boulder,V3,1,15,37.41631,-118.44951,106099420,3,44,12,34,85
All-Nighter,Slow Dance Cave > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107032817/all-nighter,2.6,-1,Boulder,V3 R,1,25,37.41624,-118.44938,107032817,3.25,35,9,18,61
A Bit of Fluff,Corridor Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107027032/a-bit-of-fluff,1.5,-1,Boulder,V3,1,40,37.41617,-118.4493,107027032,3,2,2,3,5
Azzeed Jiz,Acid Wash Cave > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112397879/azzeed-jiz,2.1,-1,Boulder,V3,1,15,37.41625,-118.44931,112397879,3,10,3,5,16
Corporation Pop,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106093054/corporation-pop,2,-1,Boulder,V3,1,,37.41724,-118.45103,106093054,3,26,8,11,47
September's Here Again,Action Figure Cave > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976618/septembers-here-again,2,-1,Boulder,V3,1,12,37.41749,-118.45018,106976618,3,5,3,3,7
Brilliant Trees,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331151/brilliant-trees,1.6,-1,Boulder,V3,1,20,37.41788,-118.45147,106331151,3,10,2,3,12
Rio's Secret Arete,Secret Arete Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996368/rios-secret-arete,3.7,-1,Boulder,V3,1,,37.41797,-118.45146,106996368,3,43,12,143,52
Problem A,Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997347/problem-a,1.5,-1,Boulder,V3,1,15,37.41675,-118.44942,106997347,3,2,1,0,0
Black Magic,Black Magic Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996981/black-magic,3.7,-1,Boulder,V3 R,1,20,37.41675,-118.44942,106996981,3.25,94,36,151,113
Coen,Blood Simple Wall > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997037/coen,2.3,-1,Boulder,V3,1,15,37.41696,-118.44947,106997037,3,4,2,3,8
Ethan,Coen Brothers Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997376/ethan,1,-1,Boulder,V3,1,12,37.41675,-118.44942,106997376,3,1,1,0,4
Antigravity Geobat,Flying Saucer Rock > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997394/antigravity-geobat,2.7,-1,Boulder,V3,1,15,37.41675,-118.44942,106997394,3,3,3,7,2
Boy-Oh-Boy,Marvelous Flake Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977794/boy-oh-boy,2,-1,Boulder,V3,1,12,37.41654,-118.44888,106977794,3,1,1,0,4
Matilda,The Cracks On The Rim Right Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977860/matilda,2,-1,Boulder,V3,1,10,37.41654,-118.44872,106977860,3,1,1,0,4
Hit the High Hard One,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108058267/hit-the-high-hard-one,2,-1,Boulder,V3,1,10,37.4161,-118.45012,108058267,3,7,3,5,8
Corned Beef Hash,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111683683/corned-beef-hash,1.7,-1,Boulder,V3,1,9,37.4161,-118.45012,111683683,3,3,1,0,4
Problem A,Big Arete Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272939/problem-a,2,-1,Boulder,V3,1,15,37.41511,-118.44859,106272939,3,1,1,1,2
Sorry About That (East Side),Southern Section > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273770/sorry-about-that-east-side,1,-1,Boulder,V3,1,10,37.41548,-118.44911,106273770,3,1,1,1,2
Problem A,Southern Section > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107541907/problem-a,2,-1,Boulder,V3,1,15,37.41548,-118.44911,107541907,3,1,1,0,2
Crack Problem,Hand to Hand Combat Wall > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279736/crack-problem,1.9,-1,Boulder,V3,1,12,37.41588,-118.44993,106279736,3,7,4,3,10
Number One,Powis Boulder > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045656/number-one,2.5,-1,Boulder,V3,1,12,37.41588,-118.44985,107045656,3,6,2,3,9
Problem A,Captain Hook Alcove > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107542000/problem-a,1,-1,Boulder,V3 PG13,1,18,37.416,-118.45,107542000,3,1,1,0,0
Sacré Coeur,Front Block > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898115/sacre-coeur,2.4,-1,Boulder,V3,1,10,37.41622,-118.45021,107898115,3,11,3,3,16
Size Matters,Baroque Buttress > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898149/size-matters,3,-1,Boulder,V3,1,10,37.41622,-118.45021,107898149,3,1,1,5,2
Baroque,Baroque Buttress > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898159/baroque,2.5,-1,Boulder,V3,1,10,37.41622,-118.45021,107898159,3,2,1,0,4
Wavy Gravy Direct,Wavy Gravy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086167/wavy-gravy-direct,3,-1,Boulder,V3,1,10,37.41647,-118.44994,106086167,3,7,3,10,14
Ben and Jerry's,BD Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086635/ben-and-jerrys,1.5,-1,Boulder,V3,1,10,37.41657,-118.44993,106086635,3,4,2,2,5
Slap Happy,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093108/slap-happy,2.9,-1,Boulder,V3,1,12,37.41653,-118.44996,106093108,3,134,40,106,238
Pirate Booty,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093121/pirate-booty,2.3,-1,Boulder,V3,1,10,37.41653,-118.44996,106093121,3,86,27,22,165
Crack Happy,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112574292/crack-happy,2.5,-1,Boulder,V3,1,10,37.41653,-118.44996,112574292,3,2,2,1,2
Problem A,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939685/problem-a,3,-1,Boulder,V3 PG13,1,20,37.4191,-118.4543,107939685,3,1,1,3,2
Big Dick American Hero,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106100016/big-dick-american-hero,2.7,-1,Boulder,V3,1,20,37.4191,-118.4546,106100016,3,6,4,8,4
Top Gun,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107939718/top-gun,2.3,-1,Boulder,V3,1,15,37.4191,-118.4546,107939718,3,3,3,3,8
Clifford the Dog,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111470803/clifford-the-dog,2,-1,Boulder,V3,1,15,37.4191,-118.4546,111470803,3,1,1,0,4
Beat It,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132018/beat-it,2.3,-1,Boulder,V3,1,12,37.418,-118.452,106132018,3,13,4,14,18
Carrot Top,Fred Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126702/carrot-top,2.9,-1,Boulder,V3,1,12,37.4182,-118.4521,106126702,3,153,49,116,240
Unnamed 1,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132916/unnamed-1,1.9,-1,Boulder,V3,1,10,37.4178,-118.4519,106132916,3,14,3,5,23
Unnamed 4,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132957/unnamed-4,2.1,-1,Boulder,V3,1,,37.4178,-118.4519,106132957,3,15,4,4,21
Grindrite,Grindrite Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273815/grindrite,2.9,-1,Boulder,V3,1,15,37.41602,-118.44909,106273815,3,31,12,38,34
It's The Add-itude,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275426/its-the-add-itude,2.3,-1,Boulder,V3,1,15,37.41607,-118.44887,106275426,3,6,1,2,7
Nonsuch,Non Such Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107897709/nonsuch,1.3,-1,Boulder,V3,1,14,37.41581,-118.44905,107897709,3,3,1,1,3
Beer Tumor,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275477/beer-tumor,2.6,-1,Boulder,V3,1,10,37.41591,-118.44877,106275477,3,66,13,29,121
Hector,Soweto Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326730/hector,1,-1,Boulder,V3,1,10,37.41857,-118.45256,106326730,3,3,2,2,7
Razorblade Halloween,Karma Alcove > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106953947/razorblade-halloween,1.5,-1,Boulder,V3,1,12,37.41855,-118.45283,106953947,3,2,1,2,1
In-between,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109140038/in-between,2,-1,Boulder,V3,1,15,37.41898,-118.45339,109140038,3,2,1,0,5
Name Tag,Stimulus Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/110129915/name-tag,2,-1,Boulder,V3,1,12,37.41897,-118.45439,110129915,3,1,1,1,0
Safesurfer,Safe Surfer Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108091202/safesurfer,2.4,-1,Boulder,V3,1,10,37.417,-118.4509,108091202,3,40,10,13,66
Pottenger's Wish List,Coors Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107864799/pottengers-wish-list,1.9,-1,Boulder,V3,1,,37.41689,-118.4507,107864799,3,11,5,6,17
Tall Wall Middle,Desert Skies/Morning Dove Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106114148/tall-wall-middle,3.5,-1,Boulder,V3+ R,1,28,37.41698,-118.45133,106114148,3.5,2,1,7,1
Pocket Problem,Hand to Hand Combat Wall > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045606/pocket-problem,2,-1,Boulder,V3+,1,10,37.41588,-118.44993,107045606,3.25,4,1,4,6
Problem A,The Hall of Mirrors > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898217/problem-a,2,-1,Boulder,V3+,1,10,37.41622,-118.45021,107898217,3.25,1,1,0,2
Impulse Control,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106093115/impulse-control,1.9,-1,Boulder,V3+,1,12,37.41653,-118.44996,106093115,3.25,33,16,5,67
True Blue,Back Walls > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112337289/true-blue,2,-1,Boulder,V3-4,1,12,37.41728,-118.45034,112337289,3.5,1,1,0,1
Solarium,Solarium Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105943524/solarium,3.2,-1,Boulder,V4-,1,15,37.41737,-118.45125,105943524,3.75,357,154,404,635
Weekender,Slow Dance Cave > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105988476/weekender,3.1,-1,Boulder,V4,1,20,37.41624,-118.44938,105988476,4,139,35,154,268
Dancing in the Street,Slow Dance Cave > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111683804/dancing-in-the-street,2,-1,Boulder,V4,1,,37.41624,-118.44938,111683804,4,7,4,9,11
Browning Variation,Corridor Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108061573/browning-variation,2.8,-1,Boulder,V4 PG13,1,23,37.41617,-118.4493,108061573,4,6,5,2,8
A Happy Slapping,Prow Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107483008/a-happy-slapping,2.8,-1,Boulder,V4 PG13,1,15,37.41625,-118.44931,107483008,4,4,1,3,6
Big Chicken,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105988465/big-chicken,3,-1,Boulder,V4,1,15,37.41747,-118.45136,105988465,4,83,27,136,105
Carnivore Hate Devil,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331174/carnivore-hate-devil,2.1,-1,Boulder,V4,1,15,37.41788,-118.45147,106331174,4,16,6,6,18
Cue Ball,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331180/cue-ball,3,-1,Boulder,V4,1,15,37.41788,-118.45147,106331180,4,69,23,77,83
Flag,Secret Arete Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996363/flag,-1,-1,Boulder,V4,1,,37.41797,-118.45146,106996363,4,0,1,1,0
Cornholio,Atari Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114170780/cornholio,2,-1,Boulder,V4 PG13,1,10,37.4165,-118.44829,114170780,4,1,1,0,1
Two-Stroke,Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997351/two-stroke,2,-1,Boulder,V4,1,12,37.41675,-118.44942,106997351,4,1,1,1,2
Blood Simple,Blood Simple Wall > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997043/blood-simple,3.5,-1,Boulder,V4 PG13,1,18,37.41696,-118.44947,106997043,4,2,1,2,2
Does A Rose Lose It's Color In The Rain,Rio Rose Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997079/does-a-rose-lose-its-color-in-the-rain,2,-1,Boulder,V4,1,12,37.41675,-118.44942,106997079,4,2,2,2,1
California Über Älles,California Wall > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997168/california-uber-alles,1,-1,Boulder,V4,1,16,37.41675,-118.44942,106997168,4,1,1,1,0
Problem C,Flying Saucer Alcove > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997425/problem-c,1.5,-1,Boulder,V4,1,12,37.41675,-118.44942,106997425,4,2,1,4,3
Boy-Oh-Boy-Oh-Boy,Marvelous Flake Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977801/boy-oh-boy-oh-boy,1,-1,Boulder,V4,1,8,37.41654,-118.44888,106977801,4,1,1,0,4
My Heart Grew Wings Under Desert Skies,Desert Skies/Morning Dove Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106054889/my-heart-grew-wings-under-desert-skies,3.3,-1,Boulder,V4 PG13,1,25,37.41698,-118.45133,106054889,4,20,9,56,18
Hippy Bishop,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111683832/hippy-bishop,1.5,-1,Boulder,V4,1,,37.4161,-118.45012,111683832,4,2,1,0,2
Problem C,Big Arete Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279661/problem-c,1,-1,Boulder,V4 PG13,1,15,37.41511,-118.44859,106279661,4,1,1,0,0
Pokemon,Pokemon Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279671/pokemon,2,-1,Boulder,V4,1,10,37.41538,-118.44893,106279671,4,2,1,2,1
Problem A,Highbrow Area > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107541916/problem-a,2,-1,Boulder,V4,1,15,37.4155,-118.44922,107541916,4,1,1,2,2
Problem C,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045700/problem-c,2.5,-1,Boulder,V4,1,,37.41569,-118.44957,107045700,4,2,1,2,5
Orb Short,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045738/orb-short,2,-1,Boulder,V4,1,,37.41569,-118.44957,107045738,4,4,1,2,7
Pinch Problem,Hand to Hand Combat Wall > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045614/pinch-problem,2,-1,Boulder,V4,1,12,37.41588,-118.44993,107045614,4,1,1,0,2
Even Bigger Dick American Hero,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106100083/even-bigger-dick-american-hero,2,-1,Boulder,V4,1,20,37.4191,-118.4546,106100083,4,2,2,2,2
Ketron Classic,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106054139/ketron-classic,3.5,-1,Boulder,V4,1,,37.418,-118.452,106054139,4,277,83,287,488
Savannah,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111894972/savannah,2.1,-1,Boulder,V4,1,,37.418,-118.452,111894972,4,7,1,7,11
My Fingers In Your Brain,Grindrite Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106617389/my-fingers-in-your-brain,2.3,-1,Boulder,V4,1,20,37.41602,-118.44909,106617389,4,8,4,6,7
Beer Tumor Right,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275488/beer-tumor-right,2.7,-1,Boulder,V4,1,10,37.41591,-118.44877,106275488,4,53,16,15,83
Unnamed,Dusty Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108061584/unnamed,3,-1,Boulder,V4 PG13,1,15,37.4158,-118.4483,108061584,4,2,2,0,2
Duck Bill Dyno,Zero Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475725/duck-bill-dyno,2,-1,Boulder,V4,1,6,37.4159,-118.44855,112475725,4,1,1,0,2
War Drum,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106052578/war-drum,1.9,-1,Boulder,V4,1,,37.41844,-118.45269,106052578,4,8,2,10,13
The Flying Zebra,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107006182/the-flying-zebra,3.4,-1,Boulder,V4,1,,37.41844,-118.45269,107006182,4,45,10,48,62
Bleached Bones,Bleached Bones Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106052632/bleached-bones,2.8,-1,Boulder,V4,1,,37.4185,-118.45253,106052632,4,126,51,89,209
Burning Rubber Necklace,Soweto Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106055538/burning-rubber-necklace,3,-1,Boulder,V4,1,,37.41857,-118.45256,106055538,4,24,14,36,43
