,Route,ID,Avg Stars,Grade,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks
308,Collieherb,105723304,2.6,0,15.0,33.98932,-116.16342,27,13,66,42
309,Left Flake,108559738,2.3,0,12.0,33.98932,-116.16342,9,4,22,16
310,False Ayatollah,106047143,2.3,0.25,20.0,33.98932,-116.16342,7,4,14,13
311,South Corner,106118460,1.0,0,14.0,33.98964,-116.16302,4,4,6,4
312,Short Crack,106700853,2.0,0,11.0,33.98965,-116.16317,6,4,11,6
313,Betty Jo Yablonksi,105725209,3.6,0.25,25.0,34.01278,-116.16834,35,11,129,45
314,Stand Up for Your Rights,106143763,2.5,0,16.0,34.01258,-116.16828999999998,6,1,40,5
315,Sign Problem,106143769,2.1,0,17.0,34.01258,-116.16828999999998,14,7,12,13
316,Choss Supreme,106465628,1.0,0,10.0,34.014309999999995,-116.17112,1,1,4,1
317,Placebo,106143787,2.0,0,15.0,34.0099,-116.16866,7,5,38,17
318,Dashed on the Rocks,106294859,1.5,0,18.0,34.01102,-116.16606000000002,2,1,6,2
319,Discount Dyno,107054245,2.0,0,10.0,34.01102,-116.16606000000002,16,5,19,38
320,Grunge,105725497,1.9,0,13.0,34.01428,-116.15827,33,9,41,77
321,Unnamed V0,1144293930,2.2,0,13.0,34.01398,-116.15439,5,1,7,9
322,Retro,106046699,1.8,0,15.0,34.013459999999995,-116.15442,8,2,9,14
323,Interceptor,106045780,1.7,0,15.0,34.013459999999995,-116.15442,11,2,17,30
324,Interceptor 2,1099694962,1.0,0,11.0,34.013459999999995,-116.15442,2,1,5,6
325,Easter Bunny Back Scraper,114161543,1.0,0,16.0,34.0184,-116.16365,1,1,4,1
326,"Intersection Boulder, Left",105722809,2.0,0,20.0,34.0184,-116.16365,26,11,26,46
327,Augie Problem,106463950,1.9,0,20.0,34.0184,-116.16365,8,2,19,9
328,Pothole Problem  1,1097925751,1.9,0,11.0,34.01626,-116.16212,21,4,36,55
329,Pothole Mantel #1,1161702381,2.0,0,12.0,34.01626,-116.16212,1,1,0,6
330,Pinhead,105722209,2.8,0,15.0,34.01999,-116.16161,185,55,234,308
331,Hensel Face,106224140,1.6,0,15.0,34.01824000000001,-116.16346,14,6,10,33
332,Hostess,114241059,1.0,0,,34.01914,-116.16419,1,1,1,1
333,Left Nixon Crack,114241079,3.3,0,18.0,34.01914,-116.16419,6,1,53,10
334,Shocked Quartz,116377081,2.0,0,12.0,34.01981,-116.1637,1,1,1,2
335,Campfire Circle Mantle,106292606,1.8,0,12.0,34.01742,-116.16324,4,1,11,11
336,Heat Stroke,106059716,1.6,0,12.0,34.0202,-116.165,7,1,5,17
337,Flintlock Dyno,105725467,1.9,0,10.0,34.0202,-116.165,90,23,33,173
338,Celebration of the Lizard,106067215,1.7,0,12.0,34.0202,-116.165,7,2,7,16
339,Bedrock Arete,106332206,2.0,0,15.0,34.0202,-116.165,2,1,5,2
340,Pigskin,106292594,1.0,0,10.0,34.0202,-116.165,1,1,1,2
341,Platypus,106044788,1.9,0,10.0,34.0202,-116.165,14,4,10,20
342,Dino's Egg,106044796,1.9,0.25,15.0,34.0202,-116.165,21,6,14,51
343,Hobbit Hole Offwidth,106072721,3.1,0,12.0,34.0229,-116.16414,94,27,406,161
344,Scudder Slab Aye,112453942,1.0,0,10.0,34.01896,-116.16562,2,1,0,3
345,Problem B,112453959,2.0,0,13.0,34.01907,-116.16609,1,1,1,2
346,Brown Sugar,112453963,2.7,0,13.0,34.01907,-116.16609,6,2,9,12
347,Problem E,112453982,1.0,0,10.0,34.01907,-116.16609,1,1,1,0
348,Heel Hooker,112454194,1.0,0,10.0,34.019290000000005,-116.16592,1,1,4,0
349,Corner Problem,106157174,1.6,0,12.0,33.984140000000004,-116.1525,16,4,9,26
350,Gibbs Arete,106159656,2.5,0,14.0,33.983000000000004,-116.1545,2,1,12,3
351,Lip Encounter  1,1061632421,1.0,0,20.0,33.983000000000004,-116.1545,3,3,6,4
352,Camp Whore,106161778,2.1,0,10.0,33.983000000000004,-116.1545,9,2,10,17
353,Camp Four,108595229,0.0,0,12.0,33.983000000000004,-116.1545,0,1,3,3
354,Stepladder Mantel,106159651,2.3,0,12.0,33.983000000000004,-116.1545,7,4,10,10
355,Sacred Land,111888471,1.7,0,9.0,33.983000000000004,-116.1545,7,4,2,13
356,Coyote,111888491,1.2,0,8.0,33.983000000000004,-116.1545,6,3,1,8
357,Unnamed Crack,114324672,2.0,0,20.0,33.98475,-116.15252,1,1,1,0
358,Sweet Tooth - Stand,109989497,0.7,0,6.0,34.06265,-116.22634,3,3,1,7
359,Torpedo,106318184,1.3,0,15.0,34.06265,-116.22634,6,3,5,11
360,Easy Bones,110049026,1.0,0.25,20.0,34.0752,-116.24196,1,1,1,2
361,Scratch Arete,105790173,1.7,0,18.0,34.0752,-116.242,6,2,4,5
362,Problem B,110049062,1.0,0,8.0,34.07578,-116.24183,1,1,1,2
363,Skullsplitter,106654123,2.0,0,12.0,34.0808,-116.2462,1,1,3,0
364,Northern Light,106654153,1.0,0,10.0,34.0808,-116.2462,1,1,2,0
365,V0 Thin Crack,1061129140,1.6,0,12.0,34.0402,-116.1978,8,4,10,11
366,Block Problem,107432627,2.8,0,16.0,34.0402,-116.1978,6,3,24,12
367,Gripper Traverse,105722803,1.9,0,,34.040690000000005,-116.19775,41,16,29,76
368,Unnamed,109969547,1.0,0,,34.040690000000005,-116.19775,3,2,3,5
369,Moai,109969567,1.5,0,9.0,34.040690000000005,-116.19775,2,2,9,3
370,Grab-Ass,109969709,1.3,0,12.0,34.040690000000005,-116.19775,4,3,8,6
371,Crack Line,110049147,1.0,0,14.0,34.08392,-116.23255,1,1,1,2
372,Christina's Problem,112482777,1.0,0,10.0,34.08372,-116.23163999999998,2,2,0,2
373,Pork Chop,111254992,1.8,0,10.0,34.09019,-116.25613,9,4,5,15
374,The Man Who Smiled,113949941,1.0,0,10.0,34.0325,-116.20338,1,1,5,0
375,Warm-up Rock,113950070,1.0,0,5.0,34.0325,-116.20338,1,1,5,0
376,Problem A,108053553,1.0,0,7.0,33.9532,-116.1085,2,2,4,3
377,Slash Babyface,114149841,2.0,0,14.0,33.95997,-116.08043,3,3,1,4
378,Ten Fidy,106491429,2.0,0,15.0,33.9512,-116.0768,1,1,4,0
379,Ladies Helper,106360249,1.0,0,15.0,33.9454,-116.077,1,1,3,0
380,Bluecut,106346042,2.0,0,12.0,33.9423,-116.0782,2,2,12,1
381,Purple Microdot,106346126,1.3,0,15.0,33.9423,-116.0782,3,2,7,2
382,Certain Slab,107087650,2.0,0,15.0,33.9664,-116.0872,1,1,5,0
383,Problem B,108053614,1.0,0,10.0,33.9962,-116.15,4,3,1,4
384,Hoi Polloi,106044846,1.8,0,20.0,33.9962,-116.15,12,4,5,21
385,Multi Grain,106044850,1.4,0,15.0,33.9962,-116.15,7,2,3,16
386,Dances With Weasels,106044896,1.3,0,15.0,33.9962,-116.15,4,2,4,8
387,Maverick,106045651,2.3,0,20.0,33.9962,-116.15,11,3,17,21
388,Renegade,106090951,2.0,0,20.0,33.9962,-116.15,6,2,8,11
389,Reach for a Peach,106040748,1.7,0.25,25.0,33.9871,-116.1589,3,2,2,1
390,Autolith,106380299,1.0,0,20.0,34.0169,-116.0421,2,1,3,1
391,Retrofit,106153593,1.5,0,16.0,34.02807,-116.14776,11,2,15,13
392,Corner Problem,106392474,2.3,0,15.0,34.02853,-116.1452,17,7,40,35
393,Fat Lip,106345857,2.0,0,10.0,34.0263,-116.1415,2,2,9,6
394,Native Arete,106345888,3.0,0,12.0,34.0263,-116.1415,11,2,84,18
395,Pig F**ker Direct,112803949,1.0,0,14.0,34.0148,-116.16539,4,2,0,6
396,Unnamed,110146339,1.4,0,8.0,34.0148,-116.16539,5,3,2,8
397,Nitwit,106039632,1.8,0,13.0,34.0148,-116.16539,35,11,7,57
398,Unnamed V0,1099646790,1.5,0,15.0,34.018370000000004,-116.16889,8,4,4,13
399,Big Bud,106117822,2.0,0.25,24.0,34.01592,-116.17844,1,1,3,0
400,True at First Light,106356202,1.5,0,15.0,34.024,-116.1772,4,4,3,7
401,Easy Skanking,106634501,2.0,0,12.0,34.0121,-116.1773,1,1,1,1
402,Unspeakable,106676969,0.0,0,10.0,34.0121,-116.1773,1,1,0,0
403,Flo,116558561,3.0,0,13.0,34.0283,-116.18198999999998,2,1,4,3
404,Pickled Pigs Feet,116558583,2.5,0,16.0,34.0283,-116.18198999999998,2,1,4,2
405,Young Arete,112813761,1.0,0,22.0,33.994209999999995,-116.14297,1,1,5,2
406,The 4th Amendment,1063406924,1.5,0.25,23.0,34.01038,-116.13573999999998,2,1,5,4
407,Squirt,106340687,1.5,0,12.0,34.01038,-116.13573999999998,11,4,8,24
408,Left Cilley Crack,106158489,2.5,0,22.0,34.01038,-116.13573999999998,2,1,13,2
409,Walking Mexican Down the Hall,106625231,2.5,0,30.0,34.01038,-116.13573999999998,37,16,65,54
410,Hard Flake,106120053,1.5,0.25,25.0,34.00378,-116.14935,2,1,5,2
411,Solitaire,106120180,2.6,0,15.0,34.00283,-116.15039,12,4,32,15
412,Pygmy,106418108,1.3,0,8.0,34.002990000000004,-116.14951,8,3,4,12
413,Afterthought,106663370,1.0,0,12.0,34.02517,-116.15953,2,1,3,3
414,Marginalia,106129530,1.3,0,12.0,34.0241,-116.1547,4,3,2,3
415,Smear Tactics,106150446,1.5,0,15.0,34.0241,-116.1547,6,2,6,6
416,West Corner,106127658,1.8,0,15.0,34.0241,-116.1547,6,4,6,9
417,Echo Rock Traverse,106680213,2.3,0,100.0,34.0241,-116.1547,6,3,18,10
418,Velouria,106400425,1.9,0,15.0,34.09441,-116.15612,10,6,28,32
419,Shadow Zone,106648327,1.5,0,10.0,34.0942,-116.1545,2,2,11,1
420,Love Crack,107785320,0.0,0,,34.0933,-116.1585,0,1,10,0
421,Right Arete,107215256,2.0,0,12.0,34.09705,-116.16531,7,6,19,13
422,High Priest Melchizedek,107785201,0.0,0,,34.0933,-116.1585,0,1,8,0
423,Second Class,107785172,0.0,0,,34.0933,-116.1585,0,1,5,0
424,First Class,107785181,0.0,0,,34.0933,-116.1585,0,1,8,0
425,Star,107785190,0.0,0,,34.0933,-116.1585,0,1,5,0
426,Liahona,107785219,0.0,0,,34.0933,-116.1585,0,1,4,0
427,The Iron Rod,107785224,0.0,0,,34.0933,-116.1585,0,1,6,0
428,Laman's Crack,107785230,0.0,0,,34.0933,-116.1585,1,2,7,1
429,Lemuel's crack,107785244,0.0,0,,34.0933,-116.1585,1,2,5,1
430,Sons of Ishmael,107785251,0.0,0,,34.0933,-116.1585,0,1,6,0
431,Brass plates,107785266,1.0,0,,34.0933,-116.1585,1,2,6,1
432,Tree of Life,107785276,1.0,0,,34.0933,-116.1585,1,2,10,1
433,Shazer's Crack,107785285,0.0,0,,34.0933,-116.1585,0,1,4,1
434,Filthy Fountain,107785313,1.0,0,,34.0933,-116.1585,1,2,10,1
435,Nephi's Traverse,107785293,0.0,0,,34.0933,-116.1585,0,1,5,0
436,Step up to Akish,107785297,0.0,0,,34.0933,-116.1585,0,1,4,0
437,The Three Mulleteers,106643949,1.0,0,10.0,34.0441,-116.1061,1,1,7,0
438,Doosh,106643962,1.0,0,12.0,34.0441,-116.1061,1,1,4,0
439,Pavlov's Dog,106684367,0.5,0,13.0,34.04551,-116.10425,2,2,2,0
440,Positron,106684371,1.0,0,15.0,34.04551,-116.10425,2,2,3,0
441,Brownout,106686354,1.0,0,12.0,34.046209999999995,-116.10331,1,1,3,0
442,Fake Plastic Love,106684416,0.0,0.25,,34.0441,-116.1061,0,1,2,0
443,Flesh,106684490,0.0,0,14.0,34.0441,-116.1061,0,1,3,0
444,G-Spot,106684495,0.0,0,17.0,34.0441,-116.1061,0,1,4,0
445,Binding Arete,106681794,2.5,0,16.0,34.0403,-116.0942,2,2,18,1
446,It's All Nice on Ice,106710252,1.6,0,12.0,34.033,-116.1721,7,3,6,7
447,Transition Assistance Direct,107686887,1.0,0,12.0,34.1181,-116.1157,1,1,8,1
448,Lucky Draw,114010980,1.0,0,15.0,34.01823,-116.0737,1,1,5,1
449,unknown3,1140110553,1.0,0,15.0,34.01823,-116.0737,1,1,3,2
450,Cindys Face,114011153,1.0,0,20.0,34.01823,-116.0737,1,1,4,1
451,The Golden Slab,114015602,1.0,0,15.0,34.01823,-116.0737,1,1,4,2
452,L. Ron Hubbard's Stack of Rocks Mantle,116714181,1.0,0,15.0,34.07323,-116.38682,1,1,0,0
453,Wormhole,105797257,1.9,0.5,20.0,33.99712,-116.15523,9,4,42,25
454,Night Crawler,106461736,1.0,0.25,25.0,34.014309999999995,-116.17112,3,2,5,3
455,Casaba,106463048,1.0,0.25,11.0,34.014309999999995,-116.17112,1,1,2,0
456,Baltic Thunder,106625575,1.0,0.25,10.0,34.014309999999995,-116.17112,1,1,2,1
457,Creeping Jew,106118154,2.6,0.25,20.0,34.01126,-116.16755,9,2,17,39
458,South Face,106146691,1.0,0.25,20.0,34.00987,-116.16843,2,2,8,1
459,Flakey Boulder Center,106125119,1.6,0.25,17.0,34.01001,-116.16739,5,4,10,9
460,Semi-Precious (aka  Poorman's Stem Gem),106126587,2.2,0.25,15.0,34.01273,-116.16842,12,7,23,16
461,Medicine Man,106277676,1.7,0.25,12.0,34.013459999999995,-116.15442,3,1,5,4
462,Foil Affection,106292587,1.0,0.25,10.0,34.14302,-116.31326,2,1,12,3
463,Old Triangle Classic,106041356,2.3,0.25,15.0,34.0184,-116.16365,23,9,63,35
464,Holenoid (aka The Grundle from Down Under),106169368,2.3,0.25,15.0,34.01999,-116.16161,75,25,186,151
465,Zippy the Pinhead,106292521,2.2,0.25,15.0,34.01999,-116.16161,45,17,36,72
466,Hensel Arete,106224136,2.0,0.25,15.0,34.01824000000001,-116.16346,19,7,23,36
467,Right Nixon Crack,114241085,3.0,0.25,15.0,34.01914,-116.16419,1,1,18,2
468,Weenie Arete,106292614,1.8,0.25,12.0,34.01742,-116.16324,9,2,15,22
469,Cole Dihedral,106130523,2.3,0.25,21.0,34.0202,-116.165,8,3,4,18
470,Problem A,112454199,1.0,0.25,12.0,34.019290000000005,-116.16592,1,1,1,0
471,Smoothie,105789396,1.6,0.25,20.0,34.06265,-116.22634,15,10,7,24
472,Problem B,109989778,1.0,0.25,12.0,34.06016,-116.2243,1,1,4,3
473,Shadow of the Slash Right,108053570,2.0,0.25,7.0,33.9532,-116.1085,2,2,4,3
474,Whiskey Dick,106491424,1.0,0.25,15.0,33.9512,-116.0768,1,1,2,0
475,Dripper Right,106360122,2.0,0.25,16.0,33.9454,-116.077,1,1,8,2
476,Chocolate Slab,106458227,1.0,0.25,15.0,33.9454,-116.077,1,1,7,1
477,Cinders,106346084,2.0,0.25,15.0,33.9423,-116.0782,3,2,6,2
478,Cornpone,106039384,1.4,0.25,15.0,33.9871,-116.1589,9,2,11,15
479,Browning Slab,106379351,2.3,0.5,20.0,34.0169,-116.0421,3,2,9,1
480,Unnamed,106345838,1.4,0.25,10.0,34.0285,-116.1451,11,4,10,22
481,Pig F**ker,106039623,0.6,0.25,13.0,34.0148,-116.16539,10,5,2,18
482,The Undertaker,106341380,2.0,0.25,15.0,34.024,-116.1772,5,2,8,6
483,Islands in the Stream,106356184,2.0,0.25,12.0,34.024,-116.1772,4,1,8,4
484,Hanging Fire,106676772,1.0,0.25,10.0,34.0121,-116.1773,1,1,1,1
485,Struggling Man,106676790,2.0,0.25,15.0,34.0121,-116.1773,1,1,3,2
486,The Bardini Arete,106653292,1.3,0.25,10.0,34.01592,-116.17844,4,3,1,4
487,1984 is Today,1063407051984,1.5,0.5,25.0,34.01038,-116.13573999999998,2,1,2,1
488,Left Arete,106129519,1.5,0.25,10.0,34.02486,-116.1591,8,5,5,13
489,Downsizer,106150430,1.0,0.25,10.0,34.02486,-116.1591,1,1,2,1
490,The Squeeze,114010373,1.0,0.25,12.0,34.01823,-116.0737,1,1,6,1
491,The Triad Boulders,114161647,1.0,0.25,10.0,34.01823,-116.0737,1,1,3,0
492,Dianetics,116714270,2.0,0.25,6.0,34.07323,-116.38682,1,1,0,0
493,Sombrero,105725557,1.3,0.5,10.0,33.98932,-116.16342,15,8,6,19
494,Outback Crack,112372006,1.5,0.5,15.0,34.01778,-116.1652,2,2,6,0
495,Lay-Away Crack,113950058,1.0,0.5,8.0,34.0325,-116.20338,1,1,2,0
496,Mukatsuku,112484182,1.5,0.5,15.0,34.0148,-116.16539,2,2,6,2
497,Wascally Wabbits,107469067,2.0,0.5,14.0,34.1194,-116.1185,1,1,12,1
498,Crack one and Crack two,114141342,1.0,0.5,10.0,34.01823,-116.0737,1,1,4,0
499,"Turtle Face, Left",105901228,2.8,0.75,20.0,34.0099,-116.16866,44,13,112,66
500,Classic Curl,106073934,2.8,0.75,20.0,34.01102,-116.16606000000002,15,6,67,19
501,Brief Squeeze,116171449,3.0,0.75,8.0,34.0184,-116.16365,1,1,3,1
502,Holenoid Right Side,108877527,2.0,0.75,15.0,34.01999,-116.16161,9,2,13,15
503,Problem C,108053621,1.5,0.75,10.0,33.9962,-116.15,2,2,2,2
504,Unknown,111735651,2.0,1,11.0,33.99762,-116.15424,4,2,9,9
505,Copacetic Crank,105798086,1.0,1,15.0,33.99638,-116.15553,2,1,2,1
506,Romper Stomper,106655039,1.0,1,10.0,33.9966,-116.1554,1,1,2,0
507,Warm-up,109148627,1.8,1,10.0,33.98932,-116.16342,11,3,7,15
508,Ample Mantle,108630058,3.0,1,15.0,33.98932,-116.16342,1,1,17,0
509,East Corner,106314707,1.0,1,12.0,33.98964,-116.16302,2,2,1,3
510,Women and Children First,106294879,1.0,1,18.0,34.01102,-116.16606000000002,1,1,1,0
511,Turnbuckle,106076122,2.3,1,12.0,34.01102,-116.16606000000002,48,25,69,107
512,Morning Glory,106294784,2.5,1,20.0,34.00987,-116.16843,25,5,61,42
513,Act of Contrition,106143002,3.6,1.25,20.0,34.01116,-116.16725,5,4,74,6
514,Belly Roll,106126621,1.8,1,12.0,34.01273,-116.16842,11,6,10,21
515,Scuttlebutt,105908394,2.0,1,15.0,34.01428,-116.15827,29,12,34,53
516,Fishbait,106115235,2.0,1,12.0,34.01428,-116.15827,44,10,60,106
517,Thingamajump,106686950,2.0,1,15.0,34.01428,-116.15827,8,6,17,6
518,War Drum,106277690,1.0,1,12.0,34.013459999999995,-116.15442,1,1,4,1
519,Medicine Man Sit Start,108569091,2.0,1,12.0,34.013459999999995,-116.15442,1,1,5,1
520,Anaconda Wink,106115327,1.3,1,20.0,34.013459999999995,-116.15442,3,2,7,6
521,Hershey Kiss West Arete,106292535,1.0,1,15.0,34.14302,-116.31326,2,1,12,0
522,Hershey Kiss South Arete,106292542,2.0,1,15.0,34.14302,-116.31326,2,1,15,0
523,Dynamo Hum,105725293,2.8,1,20.0,34.0184,-116.16365,32,12,103,50
524,Sloperfest,106046714,1.0,1,15.0,34.0184,-116.16365,3,2,9,1
525,Snack in the Box,106386028,2.0,1,10.0,34.01672,-116.16392,2,1,5,0
526,Intersection Traverse,106463932,2.6,1,40.0,34.0184,-116.16365,10,2,33,11
527,Lapse of Logic,106382766,2.5,1,13.0,34.018570000000004,-116.16357,15,9,41,20
528,Pocket Change,106224151,2.4,1,10.0,34.01824000000001,-116.16346,11,6,62,11
529,Upsidedown Pineapple,105722206,2.5,1,10.0,34.01742,-116.16324,17,8,36,19
530,Chuckawalla,105725470,2.5,1,15.0,34.0202,-116.165,78,15,152,135
531,Scissorlock,105725479,1.7,1,10.0,34.0204,-116.16556,19,7,9,36
532,Mister E,106042773,1.6,1,12.0,34.0204,-116.16556,16,5,3,38
533,False Hueco,106048286,2.6,1,11.0,34.0202,-116.165,124,33,203,232
534,Patina,107996068,2.2,1,12.0,34.0229,-116.16414,6,3,17,12
535,Tilt-o-Meter Center,106332333,1.9,1,8.0,34.02044,-116.16555,19,8,7,45
536,Tilt-O-Meter Left,106332339,2.1,1,10.0,34.02044,-116.16555,23,7,12,53
537,Gizmo,106292626,1.0,1,10.0,34.0202,-116.165,1,1,2,1
538,Blatant Disregard for Human Safety,106743954,1.8,1.25,25.0,34.0202,-116.165,4,4,6,5
539,Scudder Slab C,109150868,1.0,1,10.0,34.01896,-116.16562,6,2,0,5
540,X Cracks,112454337,1.0,1.25,,34.024159999999995,-116.16615,1,1,1,0
541,Fidelman Arete,106123972,2.1,1,15.0,33.98416,-116.1526,57,12,54,80
542,The Chipped Bulge,106157196,1.4,1,12.0,33.983000000000004,-116.1545,5,3,4,5
543,Painted Savage,108106134,2.4,1,12.0,33.983000000000004,-116.1545,15,5,17,29
544,Unnamed,106143802,1.4,1,15.0,34.06265,-116.22634,5,5,2,8
545,Bodacious Rail,105789830,2.1,1,15.0,34.06265,-116.22634,11,7,8,17
546,Scratch-N-Sniff,105790176,2.1,1,15.0,34.0752,-116.242,8,6,7,9
547,Problem A,110049055,2.0,1,10.0,34.07578,-116.24183,1,1,1,2
548,Zoom-O,106622273,1.0,1,8.0,34.0808,-116.2462,2,1,1,2
549,West Entrance Slab,106622336,1.0,1,15.0,34.0891,-116.2614,1,1,2,0
550,V1 Arete,1061129181,1.3,1,12.0,34.0402,-116.1978,4,2,5,4
551,Locker's Face,113923195,3.0,1,22.0,34.0402,-116.1978,1,1,15,0
552,Elbow Grease,106112267,1.8,1,15.0,34.0398,-116.1943,6,2,6,7
553,Press Release,106277709,1.7,1,15.0,34.0398,-116.1943,3,1,5,2
554,Unnamed,112450755,1.0,1,10.0,34.08958,-116.25335,2,2,5,4
555,Snake Charmer,113949617,1.0,1,20.0,34.0325,-116.20338,1,1,4,0
556,Purple Helmet,106683167,2.0,1,22.0,33.954,-116.087,5,2,5,6
557,Vegenaise,114149969,1.0,1,10.0,33.95989,-116.08033,1,2,0,1
558,Cadillac Crack,106640251,1.0,1.25,23.0,33.9512,-116.0768,1,1,1,0
559,Silly Putty,106360106,2.0,1,15.0,33.9454,-116.077,1,1,7,0
560,Braided Lines,106346049,1.5,1,15.0,33.9423,-116.0782,2,2,3,1
561,Crimp Scampi,106346071,1.0,1,12.0,33.9423,-116.0782,1,1,5,0
562,Base Layer,108493975,2.3,1,10.0,33.9664,-116.0872,3,2,18,4
563,Joker,106039404,1.9,1,15.0,33.9962,-116.15,12,3,8,21
564,Grainline,106041342,0.0,1,12.0,33.9962,-116.15,2,2,2,2
565,Picture Perfect,106039440,2.5,1,15.0,33.9962,-116.15,33,8,52,40
566,Seven Grain Arete,106044902,2.3,1,10.0,33.9962,-116.15,8,3,12,13
567,End of the Day,106814403,1.0,1,10.0,33.9962,-116.15,1,1,1,0
568,Leisure World,106736641,2.0,1,10.0,33.9863,-116.1602,3,2,6,1
569,Xenocryst,106380307,2.0,1,20.0,34.0169,-116.0421,2,1,4,1
570,Friction 101,106345826101,2.2,1,11.0,34.0285,-116.1451,12,7,31,31
571,Liquid Wrench,106345798,2.0,1,15.0,34.0263,-116.1415,3,3,5,3
572,Fat Lip SDS,106345864,1.5,1,12.0,34.0263,-116.1415,2,2,3,2
573,Lip-Synch,106354500,1.5,1,10.0,34.0263,-116.1415,2,2,5,3
574,Native Arete SDS,106345895,3.0,1,12.0,34.0263,-116.1415,2,2,24,6
575,The Flame,106345902,1.0,1,10.0,34.0263,-116.1415,2,2,8,2
576,Crack a No No,112221928,2.0,1,15.0,34.0261,-116.14229,1,1,5,1
577,Death Series,106115408,1.0,1,8.0,34.0148,-116.16539,4,4,6,5
578,Yardarm,106039616,1.9,1,13.0,34.0148,-116.16539,34,15,19,77
579,False Blockhead,106039638,2.1,1,11.0,34.0148,-116.16539,39,12,20,57
580,Don't Mess with Texas,106073444,2.2,1,10.0,34.0181,-116.1698,27,12,9,43
581,Border Patrol,106136532,1.6,1,11.0,34.0181,-116.1698,10,3,4,13
582,Pacifier,106117003,1.8,1,14.0,34.02487,-116.18037,6,3,2,5
583,Enter the Melon,106587733,2.2,1,15.0,34.02487,-116.18037,6,3,3,4
584,Melonizer,106587756,1.7,1,12.0,34.02487,-116.18037,3,2,0,3
585,Mini-Melon,106587766,1.3,1,10.0,34.02487,-116.18037,4,2,1,4
586,Cheese Whiz,106118140,1.0,1,13.0,34.01592,-116.17844,2,2,0,0
587,The Torrents of Spring,106356176,1.0,1,12.0,34.024,-116.1772,2,1,3,3
588,The Snows of Kilimanjaro,106356198,2.3,1,15.0,34.024,-116.1772,4,3,11,6
589,Oak Tree Mantle,106355620,1.3,1,8.0,34.024,-116.1772,3,1,1,5
590,Bob,106632911,1.7,1,11.0,34.0121,-116.1773,3,2,2,2
591,Palomino,106632944,1.0,1,13.0,34.0121,-116.1773,1,1,0,2
592,Many Rivers to Cross,106676782,1.0,1,15.0,34.0121,-116.1773,1,1,0,2
593,Dysfunction,106676932,1.0,1,10.0,34.0121,-116.1773,1,1,0,0
594,Young Plates,112813643,2.5,1,20.0,33.994209999999995,-116.14297,2,2,15,4
595,Faro,106418958,2.0,1,15.0,34.00283,-116.15039,7,2,11,7
596,The Simpleton,106120193,1.9,1,15.0,34.00246,-116.1498,14,4,6,20
597,Little Rascal,106120222,2.0,1,10.0,34.003190000000004,-116.14899,1,1,3,1
598,Right Arete,106129514,1.9,1,10.0,34.02486,-116.1591,16,7,8,27
599,Coyote Corner,106693819,3.2,1.25,33.0,34.02517,-116.15953,10,5,62,10
600,Unnamed,108017999,1.6,1,12.0,34.0261,-116.15843999999998,7,4,6,14
601,Northwest Face,106128024,1.3,1,19.0,34.0241,-116.1547,3,2,5,4
602,Pixie Dust,106400458,2.2,1,10.0,34.09441,-116.15612,13,7,49,26
603,Pixie Problem,112842380,1.5,1,9.0,34.09441,-116.15612,4,4,6,15
604,Try-Tip Sandwich,106638422,1.0,1,15.0,34.09303,-116.16352,1,1,9,1
605,Forged in Fire,106648319,2.2,1,10.0,34.0942,-116.1545,5,3,19,5
606,Winged Assassins,106648333,2.0,1,15.0,34.0942,-116.1545,4,2,17,2
607,Free as the Wind,106648350,1.7,1,15.0,34.0942,-116.1545,3,1,10,2
608,V1 Reverse,1099650971,1.0,1,10.0,34.05942,-116.10196,1,1,3,1
609,V1 Center,1099651101,1.0,1,,34.05942,-116.10196,2,2,2,3
610,The Mullet,106643974,2.0,1,15.0,34.0441,-116.1061,2,1,6,1
611,Kiss of Fire,106688265,2.0,1,12.0,34.046209999999995,-116.10331,1,1,6,0
612,Swank,106684422,0.0,1,,34.0441,-116.1061,0,1,1,0
613,The Reacharound,106684435,0.0,1.25,,34.0441,-116.1061,0,1,3,0
614,Intrusion Face,106681785,1.0,1,18.0,34.0403,-116.0942,2,2,2,0
615,Remote Sensor,106681811,2.0,1,18.0,34.0403,-116.0942,2,2,2,1
616,Unnamed V1,1113387831,1.0,1,13.0,34.02828,-116.12237,2,2,3,2
617,Transition Assistance,107686872,2.0,1,15.0,34.1181,-116.1157,1,1,8,1
618,Entrance Boulder,114141070,1.0,1,12.0,34.01823,-116.0737,1,1,2,0
619,Lower Lucky Boulder,114141242,1.0,1,10.0,34.01823,-116.0737,1,1,6,0
620,The Nice Little Slab,114141389,1.0,1,5.0,34.01823,-116.0737,1,1,2,1
621,The Halfling,106649431,2.5,1.25,15.0,33.99792,-116.15341,40,13,29,69
622,Vibrator Left Hand,106096462,1.0,1.25,15.0,33.98932,-116.16342,1,1,3,3
623,Gambit,106115188,1.3,1.25,12.0,34.01428,-116.15827,12,4,7,19
624,Buckskin,106277686,1.0,1.25,10.0,34.013459999999995,-116.15442,3,1,3,3
625,Split End Left,116170265,2.0,1.25,9.0,34.0184,-116.16365,1,1,0,1
626,Chuckawalla Roast,106043727,2.4,1.25,15.0,34.0202,-116.165,10,1,6,16
627,Tilt-o-Meter Right,106332346,2.3,1.25,15.0,34.02044,-116.16555,21,8,13,50
