route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade
Problem A,Helluland > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108620989/problem-a,2.0,-1,Boulder,V1-,1,12.0,37.307159999999996,-118.43603999999999,108620989,0.75
Toxygene,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203693/toxygene,1.5,-1,Boulder,V1,1,,37.306979999999996,-118.43701999999999,107203693,1.0
Blood Kin,Blood Kin Stone > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107032693/blood-kin,3.6,-1,Boulder,V1,1,18.0,37.30744,-118.43635,107032693,1.0
Problem A,Golden Child Wall > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108592923/problem-a,1.5,-1,Boulder,V1 PG13,1,16.0,37.30733,-118.4365,108592923,1.0
Frey,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108620684/frey,1.0,-1,Boulder,V1 PG13,1,16.0,37.307359999999996,-118.43648,108620684,1.0
Head Butt,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106317426/head-butt,2.9,-1,Boulder,V1,1,,37.30792,-118.43255,106317426,1.0
You Can Cry If You Want To,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107032732/you-can-cry-if-you-want-to,2.8,-1,Boulder,V1,1,15.0,37.30792,-118.43255,107032732,1.0
There Is No Party (Right),Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107032743/there-is-no-party-right,2.9,-1,Boulder,V1,1,15.0,37.30792,-118.43255,107032743,1.0
Problem A,What's The Story Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724305/problem-a,1.0,-1,Boulder,V1,1,10.0,37.30782,-118.43311000000001,109724305,1.0
Hueco Problem,Eyes Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109731547/hueco-problem,2.0,-1,Boulder,V1,1,12.0,37.30749,-118.43253,109731547,1.0
Mister Gorgeous,The Long Ship > Long Ship Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114076715/mister-gorgeous,2.0,-1,Boulder,V1 PG13,1,20.0,37.30703,-118.43756,114076715,1.0
Gunhild,The Long Ship > Long Ship Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114076732/gunhild,2.0,-1,Boulder,V1,1,15.0,37.30703,-118.43756,114076732,1.0
Finland,Finland Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108593042/finland,2.0,-1,Boulder,V1,1,25.0,37.30761,-118.43721000000001,108593042,1.0
Stavros,Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203702/stavros,1.8,-1,Boulder,V1,1,6.0,37.3071,-118.435,107203702,1.0
Problem A,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112348224/problem-a,3.0,-1,Boulder,V1+,1,15.0,37.30792,-118.43255,112348224,1.25
Through the Heart,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126770/through-the-heart,2.1,-1,Boulder,V1-2,1,12.0,37.306979999999996,-118.43701999999999,106126770,1.5
On a Whim,Wimmin Cave > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101179/on-a-whim,2.0,-1,Boulder,V1-2,1,8.0,37.307109999999994,-118.43563,114101179,1.5
"Woodman, Woodman...",Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279116/woodman-woodman,1.5,-1,Boulder,V2 PG13,1,15.0,37.306979999999996,-118.43701999999999,106279116,2.0
Trollkind,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101259/trollkind,1.5,-1,Boulder,V2,1,6.0,37.306979999999996,-118.43701999999999,114101259,2.0
Well of Weird,Golden Child Wall > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108592930/well-of-weird,2.0,-1,Boulder,V2,1,16.0,37.30733,-118.4365,108592930,2.0
Winter Sun,Ice Flow > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108620915/winter-sun,2.5,-1,Boulder,V2,1,12.0,37.307179999999995,-118.43633,108620915,2.0
The Ice Shirt,Ice Flow > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108620929/the-ice-shirt,1.0,-1,Boulder,V2 PG13,1,15.0,37.307179999999995,-118.43633,108620929,2.0
There Is No Party (Left Variation),Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107032753/there-is-no-party-left-variation,3.0,-1,Boulder,V2,1,15.0,37.30792,-118.43255,107032753,2.0
Pretty In Pink,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107032758/pretty-in-pink,3.1,-1,Boulder,V2,1,12.0,37.30792,-118.43255,107032758,2.0
On The Edge,Izzy Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724265/on-the-edge,2.0,-1,Boulder,V2,1,15.0,37.30782,-118.43321,109724265,2.0
If It's Not Norse It's Scottish,Norse Boulder > Long Ship Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108538721/if-its-not-norse-its-scottish,2.0,-1,Boulder,V2,1,8.0,37.30705,-118.43773999999999,108538721,2.0
Roman Nose,White Man's Overbite Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112529664/roman-nose,2.0,-1,Boulder,V2,1,,37.30766,-118.43621999999999,112529664,2.0
Able-Bodied Goblin,Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112529729/able-bodied-goblin,2.2,-1,Boulder,V2,1,8.0,37.30758,-118.4365,112529729,2.0
E3 5c,Finlandia Slab Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108593029/e3-5c,1.0,-1,Boulder,V2,1,20.0,37.30758,-118.43728,108593029,2.0
Problem B,Granitic Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108593131/problem-b,1.0,-1,Boulder,V2,1,16.0,37.307759999999995,-118.4374,108593131,2.0
Problem A,William The Vollman > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108620958/problem-a,1.0,-1,Boulder,V2 R,1,20.0,37.30727,-118.4362,108620958,2.25
Death Mantel,Helluland > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621000/death-mantel,1.0,-1,Boulder,V2 PG13,1,10.0,37.307159999999996,-118.43603999999999,108621000,2.0
Re-write History,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621092/re-write-history,1.0,-1,Boulder,V2,1,15.0,37.307109999999994,-118.43541,108621092,2.0
Problem A,Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621120/problem-a,1.0,-1,Boulder,V2,1,,37.3071,-118.435,108621120,2.0
Yggdrassil,Golden Child Wall > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108592941/yggdrassil,1.7,-1,Boulder,V2+,1,16.0,37.30733,-118.4365,108592941,2.25
Ainvar,Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108538909/ainvar,1.9,-1,Boulder,V2+,1,8.0,37.30758,-118.4365,108538909,2.25
Fear of the Unknown,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107009299/fear-of-the-unknown,3.5,-1,Boulder,V3 PG13,1,17.0,37.306979999999996,-118.43701999999999,107009299,3.0
Netherworld,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724071/netherworld,2.0,-1,Boulder,V3,1,10.0,37.30792,-118.43255,109724071,3.0
Good World,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724172/good-world,2.5,-1,Boulder,V3,1,10.0,37.30792,-118.43255,109724172,3.0
There is no Party Left (variation),Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724191/there-is-no-party-left-variation,2.8,-1,Boulder,V3,1,15.0,37.30792,-118.43255,109724191,3.0
Thunder,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079188/thunder,3.4,-1,Boulder,V3,1,11.0,37.30761,-118.43628000000001,106079188,3.0
Missack,MIssack > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621009/missack,2.0,-1,Boulder,V3,1,12.0,37.307109999999994,-118.43566000000001,108621009,3.0
Who Love's Ya Baby?,Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203687/who-loves-ya-baby,2.4,-1,Boulder,V3,1,,37.3071,-118.435,107203687,3.0
Lollipop,Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621114/lollipop,1.5,-1,Boulder,V3,1,10.0,37.3071,-118.435,108621114,3.0
Halfway House,Trailside Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112776229/halfway-house,2.0,-1,Boulder,V3,1,15.0,37.30959,-118.4361,112776229,3.0
Blood Kin Sit,Blood Kin Stone > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107032713/blood-kin-sit,3.0,-1,Boulder,V4,1,18.0,37.30744,-118.43635,107032713,4.0
Truth Crushed to Earth Will Rise Again,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108592964/truth-crushed-to-earth-will-rise-again,2.0,-1,Boulder,V4,1,15.0,37.307359999999996,-118.43648,108592964,4.0
Sheep Cat Lives On,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108620741/sheep-cat-lives-on,2.0,-1,Boulder,V4 R,1,25.0,37.307359999999996,-118.43648,108620741,4.25
Problem A,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108620746/problem-a,1.0,-1,Boulder,V4,1,12.0,37.307359999999996,-118.43648,108620746,4.0
Dreams of Winter,Ice Flow > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108620922/dreams-of-winter,2.0,-1,Boulder,V4,1,15.0,37.307179999999995,-118.43633,108620922,4.0
Pretty in Pink - Left Variation,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724183/pretty-in-pink-left-variation,2.8,-1,Boulder,V4,1,15.0,37.30792,-118.43255,109724183,4.0
Freek Flag,Hall of the Mountain Queens > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724206/freek-flag,2.2,-1,Boulder,V4,1,15.0,37.30792,-118.43255,109724206,4.0
Morning Glory,Morning Glory Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112519639/morning-glory,4.0,-1,Boulder,V4,1,18.0,37.30808,-118.43306000000001,112519639,4.0
Afternoon Delight,Morning Glory Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112519880/afternoon-delight,2.0,-1,Boulder,V4,1,19.0,37.30808,-118.43306000000001,112519880,4.0
Izzy Lizzy,Izzy Boulder > The Otherworld > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109724272/izzy-lizzy,4.0,-1,Boulder,V4,1,15.0,37.30782,-118.43321,109724272,4.0
Brother Law,All Fired Up Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112776962/brother-law,2.7,-1,Boulder,V4,1,10.0,37.30764,-118.4361,112776962,4.0
White Man's Overbite,White Man's Overbite Boulder > Skye Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112529636/white-mans-overbite,2.0,-1,Boulder,V4,1,,37.30766,-118.43621999999999,112529636,4.0
Kredulf,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106079179/kredulf,3.8,-1,Boulder,V4,1,12.0,37.30761,-118.43628000000001,106079179,4.0
Spoiled Blond,Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112520755/spoiled-blond,2.9,-1,Boulder,V4,1,8.0,37.30758,-118.4365,112520755,4.0
A Maid of Constant Sorrow,Goblin Rock > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101002/a-maid-of-constant-sorrow,2.0,-1,Boulder,V4,1,10.0,37.30758,-118.4365,114101002,4.0
Wimmin of Climbing,Wimmin Cave > Helluland Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621025/wimmin-of-climbing,1.0,-1,Boulder,V4,1,8.0,37.307109999999994,-118.43563,108621025,4.0
The Hidden Value of a Cheap Thrill,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621125/the-hidden-value-of-a-cheap-thrill,1.0,-1,Boulder,V4,1,10.0,37.307109999999994,-118.43541,108621125,4.0
Kojakian Wisdom Reworked,Kojak Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108621109/kojakian-wisdom-reworked,3.0,-1,Boulder,V4,1,16.0,37.3071,-118.435,108621109,4.0
Chaps,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101268/chaps,2.0,-1,Boulder,V4,1,10.0,37.30751,-118.43588999999999,114101268,4.0
Vinland,Odin's Cave > Druid Stone Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108592983/vinland,1.0,-1,Boulder,V4+,1,12.0,37.307359999999996,-118.43648,108592983,4.25
Arch Drude,Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107205673/arch-drude,3.7,-1,Boulder,V5-,1,18.0,37.3074,-118.4372,107205673,4.75
Fear of the Unknown (Sit),Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107018224/fear-of-the-unknown-sit,3.0,-1,Boulder,V5 PG13,1,17.0,37.306979999999996,-118.43701999999999,107018224,5.0
Sloth Stand Start,Sacrificial Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203656/sloth-stand-start,2.0,-1,Boulder,V5,1,,37.306979999999996,-118.43701999999999,107203656,5.0
Prostrate to the Higher Mind,Thunder Wall Boulder > Thunder Wall Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106123695/prostrate-to-the-higher-mind,2.8,-1,Boulder,V5,1,12.0,37.30761,-118.43628000000001,106123695,5.0
Arch Drude (Left Start),Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108559707/arch-drude-left-start,3.8,-1,Boulder,V5,1,18.0,37.3074,-118.4372,108559707,5.0
Flawed Genius,Arch Drude Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108593019/flawed-genius,2.6,-1,Boulder,V5,1,15.0,37.3074,-118.4372,108593019,5.0
Hook Line and Sinker,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203666/hook-line-and-sinker,3.0,-1,Boulder,V5,1,12.0,37.307109999999994,-118.43541,107203666,5.0
Suspenders,Wave Boulder > Wave Boulder Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107203672/suspenders,3.2,-1,Boulder,V5,1,15.0,37.307109999999994,-118.43541,107203672,5.0
The Handcuff Manual,Shock Therapy Boulder > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114066762/the-handcuff-manual,2.0,-1,Boulder,V5,1,13.0,37.30751,-118.43588999999999,114066762,5.0
Puberty,Puberty Boulder > Arch Drude Area > Druid Stones > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114101341/puberty,2.0,-1,Boulder,V5-6,1,4.0,37.30787,-118.43748000000001,114101341,5.5
